project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,parking,developers
DB Ozone,7700000,632,2,2,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Unfurnished,Apartment,0,52,8,Resale,Ready to Move,,DB Realty Pvt. Ltd.
Penta Galaxy CHS ,12000000,420,1,1,Antop Hill,Mumbai,19.027762482903,72.865746078797,Unfurnished,Apartment,0,0,2,Resale,Ready to Move,,Cooperative Group Housing Society
Lucrative Gateway Residential,50000000,,2,2,Santacruz West,Mumbai,19.0812559812257,72.8376604906028,Unfurnished,Apartment,0,11,7,Resale,Under Construction,,LUCRATIVE TRADING LLP
Rock Avenue,10000000,396,1,2,Kandivali West,Mumbai,19.2101312179652,72.8305011930765,Semi-Furnished,Apartment,0,17,9,Resale,Ready to Move,,Rock Development Group
MM Spectra,15500000,1077,2,2,Shell Colony,Mumbai,19.0652541768447,72.8934169110109,Unfurnished,Apartment,0,16,5,Resale,Ready to Move,,MM Group
MM Spectra,18500000,1073,2,2,Chembur,Mumbai,19.0459181155422,72.8975231581492,Unfurnished,Apartment,0,16,10,Resale,Ready to Move,,MM Group
RNA Broadway Avenue,5500000,525,2,2,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Unfurnished,Apartment,0,17,8,Resale,Ready to Move,,RNA Corp
Pride,5000000,252,1,1,Kurla East,Mumbai,19.0615645059118,72.880543263673,Unfurnished,Apartment,0,0,1,Resale,Ready to Move,,Ruparel Realty
Unkown,5500000,800,2,3,Bhandup West,Mumbai,19.149901,72.931134,Semi-Furnished,Residential House,0,0,8,Resale,Ready to Move,,Unknown
GFT Aakasa Shivaji Park,67100000,1150,3,4,Shivaji Park,Mumbai,19.0287954865428,72.838688734427,Unfurnished,Apartment,0,8,5,Resale,Ready to Move,2 Covered,GFT Realtors LLP
Unkown,14200000,480,2,2,Dahisar East,Mumbai,19.2530390003417,72.8684258373265,Unfurnished,Apartment,0,0,9,Resale,Ready to Move,,Unknown
Unkown,7800000,180,,2,Ghatkopar East,Mumbai,19.07907,72.907976,Furnished,Commercial Office Space,0,0,9,Resale,Ready to Move,,Unknown
Raheja Ridgewood,34500000,800,2,2,Goregaon East,Mumbai,19.1562110822264,72.8758090633208,Semi-Furnished,Apartment,0,43,9,Resale,Ready to Move,,Raheja Universal Pvt. Ltd.
Vineet Apartment Bhayandar West,3800000,,1,2,Bhayandar West,Mumbai,19.302684296237,72.8274295067014,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Wadhwa Anmol Fortune,50000000,,3,3,Goregaon West,Mumbai,19.1630920855215,72.8398088005091,Furnished,Apartment,0,10,10,Resale,Ready to Move,,The Wadhwa Group
Prestige industial Estate,10100000,,,1,Malad West,Mumbai,19.1940346300819,72.8257561606587,Semi-Furnished,Commercial Office Space,0,0,10,Resale,Ready to Move,,Unknown
Godrej Waldorf,80000000,1172,3,3,Andheri West,Mumbai,19.1373697481266,72.8257229439874,Semi-Furnished,Apartment,0,19,10,Resale,Ready to Move,2 Open,Godrej Properties
Ruparel Ariana,49000000,1262,3,3,Parel,Mumbai,18.9982694030581,72.8410429440342,Unfurnished,Apartment,0,28,6,Resale,Ready to Move,1 Covered,Ruparel Realty
Unkown,16000000,400,1,2,Noor Baug,Mumbai,18.9625277,72.83701918,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Sher e Punjab,21000000,600,2,2,Andheri East,Mumbai,19.1154908,72.8726952,Furnished,Apartment,0,20,10,Resale,Ready to Move,1 Covered,Unknown
Unkown,1259000,,1,1,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Om Madhusadan CHS,22000000,,1,2,Vile Parle East,Mumbai,19.10046297,72.84924449,Unfurnished,Apartment,0,0,10,Resale,Ready to Move,,Spark Developers
Unkown,16500000,300,,,Byculla East,Mumbai,18.9828560965024,72.8388476258909,Furnished,Commercial Shop,0,0,7,Resale,Ready to Move,,Unknown
