project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,developers,project_name_encoded,locality_encoded,city_encoded,developers_encoded
Pariwar CHS,15500000.0,828.0,2.0,2.0,Bhandup East,Mumbai,19.1401705,72.9431038,0.0,1.0,0.0,0.0,5.0,0.0,1.0,Cooperative Group Housing Society,11116666.666666666,11045000.0,28962086.69855786,14124232.135714285
Sun City Complex,19000000.0,645.3814759509551,2.0,2.0,Powai,Mumbai,19.1196773,72.9050809,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,19000000.0,30769898.288135592,28962086.69855786,14922676.984989278
Unkown,18000000.0,736.0,2.0,2.0,Safed Pul,Mumbai,19.098213,72.885079,0.0,1.0,0.0,0.0,0.0,0.0,0.5,Unknown,15096882.33921457,15050000.0,28962086.69855786,14922676.984989278
Runwal Forests,22300000.0,771.0,2.0,2.0,Kanjurmarg West,Mumbai,19.1341354387679,72.9249978851096,1.0,1.0,0.0,33.0,2.0,0.0,1.0,Runwal Group,24033333.333333332,24033333.333333332,28962086.69855786,11289781.82278481
Rustomjee Crown,185000000.0,2500.0,4.0,5.0,Prabhadevi,Mumbai,19.0158585103406,72.8295254470428,0.5,1.0,0.0,32.0,6.0,1.0,1.0,Rustomjee,145000000.0,81223529.41176471,28962086.69855786,30652286.95652174
Rivali Park,44000000.0,914.2971846986184,2.0,2.0,Borivali East,Mumbai,19.2272619069866,72.8634397272398,0.5,1.0,0.0,23.0,10.0,0.0,1.0,CCI Projects Pvt. Ltd.,39666666.666666664,32723790.90909091,28962086.69855786,35645666.666666664
Unkown,20040000.0,600.0,2.0,2.0,Amboli,Mumbai,19.1284086086709,72.8447452295284,0.0,1.0,0.0,0.0,4.0,1.0,1.0,Unknown,15096882.33921457,18760000.0,28962086.69855786,14922676.984989278
Shaan CHS,11800000.0,380.0,1.0,2.0,Kurla West,Mumbai,19.077063,72.8840395,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Cooperative Group Housing Society,11800000.0,14300000.0,28962086.69855786,14124232.135714285
Avvad Shubham Aura,45900000.0,1150.0,3.0,3.0,Pant Nagar,Mumbai,19.08537,72.91069,0.5,1.0,0.0,8.0,6.0,0.0,1.0,Avvad Realtty LLP,45900000.0,20919562.5,28962086.69855786,45900000.0
Unkown,26000000.0,781.0,2.0,2.0,Mathuradas Road,Mumbai,19.20331258,72.84284737,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Unknown,15096882.33921457,26000000.0,28962086.69855786,14922676.984989278
Abrol Residency,12000000.0,450.0,1.0,2.0,Malad West,Mumbai,19.1940346300819,72.8257561606587,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,12000000.0,18907511.478723403,28962086.69855786,14922676.984989278
New India Heights,19136000.0,598.0,2.0,2.0,Teli Gali,Mumbai,19.1174285411457,72.8506362948198,0.0,1.0,1.0,8.0,0.0,1.0,1.0,New India Constructions,19136000.0,19068000.0,28962086.69855786,19136000.0
Kanakia Rainforest,30000000.0,1061.9101566033714,3.0,3.0,Andheri East,Mumbai,19.1154908,72.8726952,0.5,1.0,1.0,11.0,10.0,0.0,1.0,Kanakia Spaces Realty Pvt. Ltd.,24900000.0,27388814.814814813,28962086.69855786,26703758.620689657
Kalpataru Elitus,41000000.0,1339.0,3.0,3.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.0,1.0,0.0,10.0,10.0,0.0,1.0,Kalpataru Ltd.,23166666.666666668,26813542.978723403,28962086.69855786,27877484.848484848
Unkown,37000000.0,1305.0,3.0,3.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,15096882.33921457,26813542.978723403,28962086.69855786,14922676.984989278
Mahindra Eminente,60000000.0,1256.0,3.0,4.0,Piramal Nagar,Mumbai,19.16895,72.84731,0.5,1.0,0.0,37.0,0.0,0.0,1.0,Mahindra Lifespace Developers Ltd.,60000000.0,42000000.0,28962086.69855786,24469666.666666668
Unkown,27000000.0,1000.0,3.0,4.0,Motilal Nagar,Mumbai,19.15627,72.83934,1.0,1.0,0.0,0.0,4.0,0.0,1.0,Unknown,15096882.33921457,27000000.0,28962086.69855786,14922676.984989278
Unkown,49800000.0,1200.0,4.0,3.0,Prabhadevi,Mumbai,19.0158585103406,72.8295254470428,0.5,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,15096882.33921457,81223529.41176471,28962086.69855786,14922676.984989278
Olympia Tower,26500000.0,950.0,2.0,2.0,Byculla West,Mumbai,18.9768508781065,72.8316043483232,1.0,1.0,0.0,15.0,3.0,0.0,1.0,Supari Wala,26500000.0,18750000.0,28962086.69855786,26500000.0
Unkown,81000000.0,2900.0,6.0,5.0,Model Town Govardhan Nagar,Mumbai,19.18423301,72.94417553,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,68500000.0,28962086.69855786,14922676.984989278
Vini Towers,57000000.0,1900.0,4.0,4.0,Sunder Nagar Malad West,Mumbai,19.177041,72.841444,1.0,1.0,0.0,6.0,4.0,0.0,1.0,Vini Group,57000000.0,35500000.0,28962086.69855786,29525000.0
Unkown,60000000.0,550.0,2.0,1.0,Panjarpole,Mumbai,18.95422,72.83034,1.0,2.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,60000000.0,28962086.69855786,14922676.984989278
Omkar Signet,12000000.0,333.0,1.0,2.0,Siddheshwar Nagar,Mumbai,19.1842278,72.86059445,0.0,1.0,0.0,16.0,0.0,0.0,1.0,Omkar Realtors and Developers Pvt. Ltd.,15333333.333333334,12000000.0,28962086.69855786,34421428.571428575
Unkown,27000000.0,786.0,2.0,2.0,Mahavir Nagar Kandivali West,Mumbai,19.2135242057782,72.8409438235301,1.0,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,15096882.33921457,23942857.14285714,28962086.69855786,14922676.984989278
La Bellezza,14200000.0,571.0,2.0,2.0,Borivali East,Mumbai,19.2272619069866,72.8634397272398,0.5,1.0,0.0,13.0,10.0,0.0,1.0,Dimples Group,14200000.0,32723790.90909091,28962086.69855786,14200000.0
AJAY Malshi Asmi Shimmers,23010000.0,767.0,1.0,2.0,Jay Prakash Nagar Goregaon East,Mumbai,19.1638922344228,72.8538812715161,0.0,1.0,1.0,8.0,4.0,1.0,1.0,AJAY Malshi DEDHIA,23010000.0,16836666.666666668,28962086.69855786,23010000.0
Mangal Deep,9700000.0,407.0,1.0,1.0,Mulund East,Mumbai,19.1531029501285,72.9678051455382,1.0,1.0,0.0,0.0,5.0,0.0,1.0,Unknown,9700000.0,16992592.592592593,28962086.69855786,14922676.984989278
Unkown,32500000.0,734.0,2.0,2.0,Century Bazaar,Mumbai,19.012788,72.825778,0.0,2.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,32500000.0,28962086.69855786,14922676.984989278
Ekta Tripolis,37500000.0,1084.0,3.0,3.0,Goregaon West,Mumbai,19.1630920855215,72.8398088005091,0.5,1.0,0.0,11.0,10.0,0.0,1.0,Ekta World,33750000.0,27435008.06451613,28962086.69855786,41593750.0
Prestige Garden Trails,14960000.0,680.0,2.0,2.0,Mira Road East,Mumbai,19.282975,72.873618,0.0,1.0,0.0,17.0,10.0,1.0,0.5,Prestige Group,18465000.0,12571100.0,28962086.69855786,45966000.0
Chandak Greenairy,22100000.0,661.0,2.0,2.0,Borivali East,Mumbai,19.2272619069866,72.8634397272398,0.0,1.0,0.0,8.0,10.0,1.0,0.5,Chandak Group,30113450.0,32723790.90909091,28962086.69855786,26448754.9375
Prarambh Chandiwala,12420000.0,460.0,1.0,2.0,Azad Nagar Andheri West,Mumbai,19.1284590298281,72.8363317528594,0.5,1.0,0.0,5.0,0.0,1.0,0.5,CHANDIWALA ENTERPRISES PVT LTD,14913000.0,28650000.0,28962086.69855786,14913000.0
Colo Color Sigma Garnet,36000000.0,818.0,2.0,2.0,Dadar West,Mumbai,19.0200667964879,72.8380779661804,0.0,1.0,0.0,11.0,9.0,1.0,0.5,Colo Color Private Limited,36000000.0,42391466.666666664,28962086.69855786,36000000.0
Raj Imperia,19000000.0,699.0,2.0,2.0,Malad West,Mumbai,19.1940346300819,72.8257561606587,0.0,1.0,0.0,5.0,10.0,1.0,0.5,Raj Corp,19000000.0,18907511.478723403,28962086.69855786,19000000.0
Kanakia Zen World,18700000.0,700.0,2.0,2.0,Kanjurmarg East,Mumbai,19.1303464798827,72.934955451681,0.0,1.0,0.0,19.0,5.0,0.0,1.0,Kanakia Spaces Realty Pvt. Ltd.,17700000.0,18709800.0,28962086.69855786,26703758.620689657
Sushanku Avenue 37,25400000.0,1149.2905967981496,4.0,3.0,Goregaon West,Mumbai,19.1630920855215,72.8398088005091,0.0,1.0,0.0,9.0,10.0,1.0,0.0,Sushanku Realty,25400000.0,27435008.06451613,28962086.69855786,25400000.0
Sanghvi Aria,33999000.0,1001.0,3.0,3.0,Santacruz East,Mumbai,19.0799983,72.8545019,0.5,1.0,1.0,14.0,10.0,1.0,0.5,Sanghvi Group,30349500.0,29254966.666666668,28962086.69855786,13335900.0
Adani Linkbay Residences,68200000.0,1775.0,4.0,4.0,Kasam Nagar,Mumbai,19.13346551,72.83067914,0.5,1.0,0.0,11.0,0.0,1.0,0.5,Adani Realty & RC Group,72600000.0,68200000.0,28962086.69855786,72600000.0
Unkown,18500040.0,708.0,2.0,2.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.0,1.0,0.0,0.0,10.0,1.0,0.5,Unknown,15096882.33921457,26813542.978723403,28962086.69855786,14922676.984989278
Sunteck Sky Park,18952500.0,702.0,2.0,2.0,Beverly Park,Mumbai,19.295256624119,72.871489861401,0.0,1.0,1.0,35.0,3.0,1.0,0.5,Sunteck Realty Ltd.,18958750.0,11363125.0,28962086.69855786,23686264.70588235
Kalpataru Vienta,32000000.0,751.0,2.0,2.0,Defence Colony,Mumbai,19.20633806,72.85731619,0.0,1.0,0.0,5.0,0.0,0.0,0.5,Kalpataru Ltd.,50000000.0,32000000.0,28962086.69855786,27877484.848484848
K Raheja Residency,22499320.0,770.0,2.0,2.0,Malad East,Mumbai,19.1848724519187,72.8629697025013,0.0,1.0,0.0,45.0,9.0,1.0,1.0,K. Raheja Realty,18499660.0,26222056.585365854,28962086.69855786,18499660.0
Lodha Park,155881000.0,2532.0,5.0,4.0,Worli,Mumbai,19.0036486667054,72.8175254882335,0.0,1.0,0.0,57.0,10.0,1.0,1.0,Lodha Developers Limited,105075500.0,89370250.0,28962086.69855786,13938004.985772358
Roswalt Zaiden,18600000.0,605.0,2.0,3.0,Jogeshwari West,Mumbai,19.1438823857409,72.8427830413067,0.5,1.0,0.0,16.0,10.0,0.0,0.5,Roswalt Realty,18600000.0,20812500.0,28962086.69855786,22674562.5
Unkown,34850000.0,818.0,2.0,2.0,Bhawani Sankar,Mumbai,19.023176,72.839933,0.0,1.0,1.0,0.0,0.0,1.0,0.5,Unknown,15096882.33921457,40925000.0,28962086.69855786,14922676.984989278
One Marina,76700000.0,902.0,2.0,3.0,Marine Lines,Mumbai,18.9428828062276,72.8277012805855,0.0,1.0,0.0,23.0,7.0,1.0,0.5,Ashwin Sheth Group & Y M Infra,107230007.5,76700000.0,28962086.69855786,107230007.5
Ruparel Jewel,173655000.0,1029.0,3.0,3.0,Azad Nagar Parel,Mumbai,18.9970457114756,72.8513508427755,0.5,1.0,0.0,9.0,0.0,1.0,0.5,Ruparel Realty,127077500.0,173655000.0,28962086.69855786,37256288.571428575
Techton Akhand ,9400000.0,1055.0,3.0,3.0,Vasai,Mumbai,19.3914260104194,72.8285855834131,0.0,1.0,0.0,14.0,6.0,1.0,0.0,TECHTON LIFESPACES LLP,9400000.0,5815333.333333333,28962086.69855786,9400000.0
Raheja Amaltis,50576000.0,1318.0,3.0,3.0,Sion West,Mumbai,19.039754,72.860385,0.0,1.0,1.0,14.0,0.0,1.0,0.5,K Raheja Corp,50576000.0,29358666.666666668,28962086.69855786,70564222.22222222
Transindia Codename GMD,28500000.0,950.0,3.0,3.0,Sion East,Mumbai,19.0406208013187,72.8695165321764,0.0,1.0,1.0,14.0,6.0,1.0,0.0,TransIndia Group,28500000.0,23333333.333333332,28962086.69855786,28500000.0
Rustomjee Seasons,64367000.0,1057.0,3.0,3.0,Bandra East,Mumbai,19.062055421515,72.8541362644682,0.0,1.0,0.0,40.0,10.0,1.0,1.0,Rustomjee,63502333.333333336,58829823.52941176,28962086.69855786,30652286.95652174
Crescent Western Trade Centre,9000000.0,368.0,2.0,1.0,Mira Road East,Mumbai,19.282975,72.873618,0.0,2.0,0.0,0.0,10.0,1.0,0.0,Crescent Shelters LLP,9000000.0,12571100.0,28962086.69855786,9000000.0
Rustomjee Seasons,61140000.0,1004.0,3.0,3.0,Bandra East,Mumbai,19.062055421515,72.8541362644682,0.0,1.0,0.0,40.0,10.0,1.0,1.0,Rustomjee,63502333.333333336,58829823.52941176,28962086.69855786,30652286.95652174
Chandak Highscape City,10828400.0,405.74490456441345,1.0,2.0,Chembur,Mumbai,19.0459181155422,72.8975231581492,0.0,1.0,0.0,30.0,10.0,1.0,0.5,Chandak Group,15904400.0,28907081.472527474,28962086.69855786,26448754.9375
Birla Niyaara,105000000.0,1180.0,3.0,3.0,Worli,Mumbai,19.0036486667054,72.8175254882335,0.0,1.0,0.0,13.0,10.0,0.0,0.5,Birla Estates Private Limited,105000000.0,89370250.0,28962086.69855786,63314285.71428572
Unkown,105000000.0,1500.0,2.0,2.0,Bandra West,Mumbai,19.055229,72.830829,0.0,2.0,0.0,0.0,9.0,1.0,0.5,Unknown,15096882.33921457,69669615.38461539,28962086.69855786,14922676.984989278
Supreme Boulevard,37799000.0,938.0,3.0,2.0,Chembur,Mumbai,19.0459181155422,72.8975231581492,0.5,1.0,1.0,22.0,10.0,1.0,0.5,Supreme Universal,51456169.0,28907081.472527474,28962086.69855786,47391002.0
Ghori Rathi Nivera,11500000.0,402.0,1.0,2.0,Borivali East,Mumbai,19.2272619069866,72.8634397272398,0.0,1.0,0.0,11.0,10.0,1.0,0.5,Ghori Developers,11500000.0,32723790.90909091,28962086.69855786,11500000.0
Tulasi Apartment,27000000.0,828.0,3.0,3.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,27000000.0,26813542.978723403,28962086.69855786,14922676.984989278
Silver Oaks Apartment,22000000.0,720.0,3.0,3.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,23166666.666666668,26813542.978723403,28962086.69855786,14922676.984989278
Silver Oaks Apartment,24000000.0,760.0,3.0,3.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,23166666.666666668,26813542.978723403,28962086.69855786,14922676.984989278
Silver Oaks Apartment,23500000.0,929.0,3.0,3.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,23166666.666666668,26813542.978723403,28962086.69855786,14922676.984989278
El Dorado,85000000.0,1512.0,3.0,3.0,Prabhadevi,Mumbai,19.0158585103406,72.8295254470428,0.5,1.0,0.0,14.0,6.0,0.0,1.0,Ravi Group,85000000.0,81223529.41176471,28962086.69855786,16283333.333333334
Shiromani Tower,45000000.0,857.0,2.0,4.0,Parel,Mumbai,18.9982694030581,72.8410429440342,1.0,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,45000000.0,40645161.29032258,28962086.69855786,14922676.984989278
Runwal Greens Rose Wood,26500000.0,1116.0,2.0,2.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,26500000.0,26813542.978723403,28962086.69855786,14922676.984989278
Unkown,31000000.0,864.0,3.0,3.0,Andheri East,Mumbai,19.1154908,72.8726952,1.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,15096882.33921457,27388814.814814813,28962086.69855786,14922676.984989278
Hari Bhavan,145000000.0,2124.0,3.0,3.0,Khar West,Mumbai,19.0699335919407,72.8363080829478,0.0,1.0,0.0,17.0,6.0,0.0,1.0,S Raheja Realty,145000000.0,72867000.0,28962086.69855786,145000000.0
Rashmi Classic,4800000.0,540.0,2.0,2.0,Vasai,Mumbai,19.3914260104194,72.8285855834131,1.0,1.0,0.0,10.0,6.0,0.0,1.0,Rashmi Group,4800000.0,5815333.333333333,28962086.69855786,4800000.0
Sridutt Garden Avenue K,3700000.0,497.0,1.0,1.0,Virar West,Mumbai,19.4638767047594,72.7822993572118,0.0,1.0,0.0,29.0,8.0,0.0,1.0,Sridutt Constructions,4466666.666666667,4371864.837837838,28962086.69855786,4466666.666666667
Sridutt Garden Avenue K,3500000.0,297.0,1.0,2.0,Virar West,Mumbai,19.4638767047594,72.7822993572118,0.0,1.0,0.0,29.0,8.0,0.0,1.0,Sridutt Constructions,4466666.666666667,4371864.837837838,28962086.69855786,4466666.666666667
Spenta Altavista,32500000.0,724.0,3.0,3.0,Chembur,Mumbai,19.0459181155422,72.8975231581492,0.5,1.0,0.0,16.0,10.0,0.0,1.0,Spenta and Sabari Group,20280000.0,28907081.472527474,28962086.69855786,20280000.0
N Rose Northern Heights,25000000.0,876.0,3.0,3.0,Dahisar East,Mumbai,19.2530390003417,72.8684258373265,0.0,1.0,0.0,9.0,9.0,0.0,1.0,N Rose Developers Pvt. Ltd.,23866666.666666668,15067727.272727273,28962086.69855786,23525166.666666668
Vinayak Enclave,3350000.0,446.0,1.0,1.0,Nala Sopara,Mumbai,19.4196344986519,72.8081166617887,0.0,1.0,0.0,10.0,8.0,0.0,1.0,Shree Ganesh Builders,3350000.0,4220833.333333333,28962086.69855786,3350000.0
Gurukrupa Marina Enclave,18000000.0,868.0,2.0,2.0,Malad West,Mumbai,19.1940346300819,72.8257561606587,0.5,1.0,0.0,36.0,10.0,0.0,1.0,Gurukrupa Group,14034428.57142857,18907511.478723403,28962086.69855786,12015071.42857143
Veena Serenity,15000000.0,734.0,2.0,2.0,Chembur,Mumbai,19.0459181155422,72.8975231581492,0.5,1.0,0.0,11.0,10.0,0.0,1.0,Veena Developers,15700000.0,28907081.472527474,28962086.69855786,19538777.777777776
Veena Serenity,15500000.0,731.0,2.0,2.0,Chembur,Mumbai,19.0459181155422,72.8975231581492,0.0,1.0,0.0,11.0,10.0,0.0,1.0,Veena Developers,15700000.0,28907081.472527474,28962086.69855786,19538777.777777776
Aadi Allure,17500000.0,886.0,2.0,2.0,Kanjurmarg East,Mumbai,19.1303464798827,72.934955451681,0.5,1.0,0.0,6.0,5.0,0.0,1.0,Aadi Properties,21225000.0,18709800.0,28962086.69855786,21225000.0
Aadi Allure,17500000.0,451.0,2.0,2.0,Kanjurmarg East,Mumbai,19.1303464798827,72.934955451681,1.0,1.0,0.0,6.0,5.0,0.0,1.0,Aadi Properties,21225000.0,18709800.0,28962086.69855786,21225000.0
Gorai Mitasu,9500000.0,432.0,1.0,1.0,Borivali West,Mumbai,19.2335321,72.839198,1.0,1.0,0.0,13.0,10.0,0.0,1.0,Sumit Woods Pvt. Ltd.,9500000.0,26515480.0,28962086.69855786,14750000.0
RNA Classic CHS,58000000.0,1188.0,3.0,3.0,Santacruz West,Mumbai,19.0812559812257,72.8376604906028,1.0,1.0,0.0,28.0,7.0,0.0,1.0,RNA Corp,58250000.0,49775184.782608695,28962086.69855786,18660000.0
Disha Co Operative Society,20000000.0,720.0,2.0,2.0,Borivali West,Mumbai,19.2335321,72.839198,0.0,1.0,0.0,5.0,10.0,0.0,1.0,Disha Group,20000000.0,26515480.0,28962086.69855786,20000000.0
Sunshine CHS,14000000.0,295.0,1.0,2.0,Agripada,Mumbai,18.9750701400348,72.825301229216,0.5,1.0,0.0,9.0,3.0,0.0,1.0,Arok Construction,14000000.0,22500000.0,28962086.69855786,13750000.0
Wadhwa Atmoshphere,23500000.0,890.0,3.0,2.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.5,1.0,0.0,26.0,10.0,0.0,1.0,The Wadhwa Group,23500000.0,26813542.978723403,28962086.69855786,24287940.677966103
Raj Tower,14900000.0,684.0,2.0,2.0,Kandivali East,Mumbai,19.2050017,72.8692711,1.0,1.0,0.0,7.0,10.0,0.0,1.0,Raj Group,14900000.0,25722419.363636363,28962086.69855786,3603333.3333333335
Matoshree Pearl,60000000.0,742.0,3.0,3.0,Mahim West,Mumbai,19.0383794616621,72.8398930483562,1.0,1.0,0.0,13.0,3.0,0.0,1.0,Matoshree Infrastructure Pvt. Ltd.,60000000.0,38190288.0,28962086.69855786,17900000.0
RNA Classic CHS,58500000.0,1188.0,3.0,3.0,Santacruz West,Mumbai,19.0812559812257,72.8376604906028,0.5,1.0,0.0,28.0,7.0,0.0,1.0,RNA Corp,58250000.0,49775184.782608695,28962086.69855786,18660000.0
Eleganzia Royale,62500000.0,1944.0,4.0,5.0,Andheri West,Mumbai,19.1373697481266,72.8257229439874,0.0,1.0,0.0,13.0,10.0,0.0,1.0,Zaveri Construction,62500000.0,36045507.46268657,28962086.69855786,62500000.0
Susharda Celestial,16000000.0,449.0,2.0,2.0,Bhandup West,Mumbai,19.149901,72.931134,0.5,1.0,0.0,14.0,8.0,0.0,1.0,Susharda Edifice Group,12750000.0,15605677.966101695,28962086.69855786,12750000.0
Unkown,20000000.0,658.5390127444734,2.0,1.0,Azad Nagar Andheri West,Mumbai,19.1284590298281,72.8363317528594,1.0,2.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,28650000.0,28962086.69855786,14922676.984989278
Unkown,39900000.0,902.7769554156657,2.0,1.0,Irla,Mumbai,19.1082528517535,72.8423696382164,1.0,2.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,39700000.0,28962086.69855786,14922676.984989278
Venus Apartments ,87500000.0,825.0,2.0,2.0,Worli,Mumbai,19.0036486667054,72.8175254882335,1.0,1.0,0.0,3.0,10.0,0.0,1.0,Unknown,93750000.0,89370250.0,28962086.69855786,14922676.984989278
L&T Elixir Reserve,28000000.0,632.0,2.0,2.0,Powai,Mumbai,19.1196773,72.9050809,0.0,1.0,0.0,15.0,10.0,1.0,1.0,L & T Realty,52349999.875,30769898.288135592,28962086.69855786,56208718.6875
Raj Infinia,2750000.0,427.6344759856547,2.0,2.0,Malad West,Mumbai,19.1940346300819,72.8257561606587,1.0,1.0,0.0,17.0,10.0,0.0,1.0,Rajesh LifeSpaces,24090000.0,18907511.478723403,28962086.69855786,21064285.714285713
Arihant Heights,12500000.0,374.0255180964523,1.0,1.0,Masjid Bandar,Mumbai,18.9513077051656,72.8375512824105,0.5,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,17750000.0,8433333.333333334,28962086.69855786,14922676.984989278
Satyam Tower,2500000.0,428.0,1.0,1.0,Nala Sopara,Mumbai,19.4196344986519,72.8081166617887,0.5,1.0,0.0,13.0,8.0,0.0,1.0,Kamdenu Developer,2500000.0,4220833.333333333,28962086.69855786,2500000.0
Victory Heights,10000000.0,385.0,2.0,2.0,Gorai,Mumbai,19.2356275528192,72.7987635557736,0.5,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,10000000.0,21500000.0,28962086.69855786,14922676.984989278
Lodha Seamont,92900000.0,1156.8132357355753,2.0,2.0,Walkeshwar,Mumbai,18.9514384332214,72.8027312010285,0.0,1.0,0.0,50.0,3.0,1.0,1.0,Lodha Developers Limited,92900000.0,92900000.0,28962086.69855786,13938004.985772358
Harshal Devchhaya,6851000.0,419.04485397706594,1.0,2.0,Dahisar East,Mumbai,19.2530390003417,72.8684258373265,0.0,1.0,0.0,9.0,9.0,0.0,0.5,Harshal Enterprises,6825500.0,15067727.272727273,28962086.69855786,6825500.0
Dwarka Shopping Centre,8000000.0,378.0,1.0,1.0,Kurla West,Mumbai,19.077063,72.8840395,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,8000000.0,14300000.0,28962086.69855786,14922676.984989278
Casa Bellisimo,13600000.0,621.9217741754182,2.0,2.0,Gorai 2,Mumbai,19.2295319805788,72.8238797727181,0.0,1.0,0.0,3.0,0.0,0.0,1.0,Jaydev Realtors Pvt. Ltd.,13600000.0,13600000.0,28962086.69855786,13600000.0
Bhoomi Samarth,7700000.0,234.0,1.0,1.0,Goregaon East,Mumbai,19.1562110822264,72.8758090633208,0.5,1.0,0.0,26.0,9.0,0.0,1.0,Unknown,7700000.0,24577865.85365854,28962086.69855786,14922676.984989278
Romell Vasanthi,13500000.0,450.0,1.0,2.0,Mulund East,Mumbai,19.1531029501285,72.9678051455382,0.5,1.0,0.0,3.0,5.0,0.0,1.0,Romell Group,13500000.0,16992592.592592593,28962086.69855786,23898666.666666668
Hubtown Palmrose,10500000.0,377.0,2.0,2.0,Andheri East,Mumbai,19.1154908,72.8726952,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Hubtown Ltd.,9900000.0,27388814.814814813,28962086.69855786,19467647.05882353
Hubtown Palmrose,9700000.0,377.0,2.0,2.0,Andheri East,Mumbai,19.1154908,72.8726952,0.0,1.0,0.0,0.0,10.0,0.0,0.5,Hubtown Ltd.,9900000.0,27388814.814814813,28962086.69855786,19467647.05882353
Better Parijat Towers,5600000.0,555.7671498527161,2.0,2.0,Powai,Mumbai,19.1196773,72.9050809,0.0,2.0,0.0,0.0,10.0,0.0,1.0,Better Group,5600000.0,30769898.288135592,28962086.69855786,5600000.0
Birla KDI Juhu Ankur,52500000.0,1120.3564218108404,3.0,3.0,JVPD Scheme,Mumbai,19.108097,72.832259,0.0,1.0,0.0,10.0,5.0,0.0,1.0,Birla Estates Private Limited,62900000.0,56250000.0,28962086.69855786,63314285.71428572
Birla KDI Juhu Ankur,50000000.0,1123.6878325987527,3.0,3.0,JVPD Scheme,Mumbai,19.108097,72.832259,1.0,1.0,0.0,10.0,5.0,0.0,1.0,Birla Estates Private Limited,62900000.0,56250000.0,28962086.69855786,63314285.71428572
Rashmi Mangal Nagar,6500000.0,864.0,2.0,2.0,Hatkesh Udhog Nagar,Mumbai,19.2813658205394,72.8783658846685,0.5,1.0,0.0,0.0,6.0,0.0,1.0,Rashmi Housing Pvt. Ltd.,6500000.0,13750000.0,28962086.69855786,6500000.0
Gabadia Homes,5500000.0,198.0,1.0,1.0,Irani Wadi,Mumbai,19.2015501609916,72.8394247782395,1.0,1.0,0.0,6.0,3.0,0.0,1.0,Unknown,5500000.0,12333333.333333334,28962086.69855786,14922676.984989278
Harshal Devchhaya,6800000.0,416.95679516204837,1.0,2.0,Dahisar East,Mumbai,19.2530390003417,72.8684258373265,0.0,1.0,0.0,9.0,9.0,1.0,0.5,Harshal Enterprises,6825500.0,15067727.272727273,28962086.69855786,6825500.0
MS H2O,14499999.0,528.6466816664943,1.0,2.0,Sunder Nagar Santacruz East,Mumbai,19.0822308442996,72.8615850380685,0.0,1.0,0.0,26.0,2.0,1.0,0.5,MS Realty,13399999.5,13399999.5,28962086.69855786,13399999.5
Hiranandani Empress Hill,109500000.0,1680.0,4.0,4.0,Hiranandani Gardens,Mumbai,19.1177459703185,72.9111144020492,0.5,1.0,0.0,10.0,6.0,0.0,0.5,Hiranandani Group,109500000.0,67666666.66666667,28962086.69855786,24471228.07017544
Ravi Gaurav Crest,7100000.0,662.0,2.0,2.0,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,0.0,1.0,0.0,0.0,8.0,0.0,0.5,Ravi Group,7100000.0,8827539.215686275,28962086.69855786,16283333.333333334
Laxmi Park,7500000.0,601.0,2.0,2.0,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,0.0,1.0,0.0,0.0,8.0,0.0,1.0,Unknown,8857142.857142856,8827539.215686275,28962086.69855786,14922676.984989278
