project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,developers,project_name_encoded,locality_encoded,city_encoded,developers_encoded
Unkown,7000000.0,468.0,1.0,1.0,Thane West,Thane,19.2083097363891,72.9724465271482,1.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,15096882.33921457,12587073.863636363,11830959.195290858,14922676.984989278
Unkown,10000000.0,522.0,2.0,2.0,Kasarvadavali,Thane,19.2692017640962,72.9703926869083,1.0,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,15096882.33921457,7349671.292682927,11830959.195290858,14922676.984989278
Lodha Palava Township,4000000.0,368.8815392510587,1.0,1.0,Shilphata,Thane,19.1465685568349,73.0399463501033,0.0,1.0,0.0,18.0,0.0,0.0,1.0,Lodha Developers Limited,6166666.666666667,5480389.610389611,11830959.195290858,13938004.985772358
PurnShanti Heights,13000000.0,569.0,2.0,2.0,Jambli Naka,Thane,19.193889,72.978852,1.0,1.0,0.0,20.0,0.0,0.0,1.0,East India Earth Movers,15320000.0,15320000.0,11830959.195290858,15320000.0
PurnShanti Heights,13500000.0,720.0,2.0,2.0,Jambli Naka,Thane,19.193889,72.978852,0.5,1.0,0.0,20.0,0.0,0.0,1.0,East India Earth Movers,15320000.0,15320000.0,11830959.195290858,15320000.0
Amrut Paradise,9000000.0,641.0,2.0,2.0,Kalwa,Thane,19.1986281463791,73.00243846035,0.0,1.0,0.0,13.0,7.0,0.0,1.0,Mehata Builders,9325000.0,9903409.090909092,11830959.195290858,9060000.0
Unkown,19000000.0,756.0,3.0,3.0,Manpada Thane West,Thane,19.2307690829993,72.973592548318,0.5,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,15096882.33921457,11877458.333333334,11830959.195290858,14922676.984989278
Lodha Splendora,14000000.0,1080.0,3.0,3.0,Ghodbunder Road,Thane,19.2516923732421,72.9728195264109,0.5,1.0,0.0,48.0,4.0,0.0,1.0,Lodha Developers Limited,11116304.347826088,10508414.062706271,11830959.195290858,13938004.985772358
Lodha Splendora,7200000.0,353.0,1.0,2.0,Ghodbunder Road,Thane,19.2516923732421,72.9728195264109,0.0,1.0,0.0,48.0,4.0,0.0,1.0,Lodha Developers Limited,11116304.347826088,10508414.062706271,11830959.195290858,13938004.985772358
Shree Drushti,8000000.0,482.0,2.0,2.0,Ghodbunder Road,Thane,19.2516923732421,72.9728195264109,0.5,1.0,0.0,10.0,4.0,0.0,1.0,Shree Group Of Companies,8000000.0,10508414.062706271,11830959.195290858,7875000.0
Maitri Height,7900000.0,377.0,1.0,2.0,Louis Wadi,Thane,19.1935601299051,72.9615162484242,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,7900000.0,11666666.666666666,11830959.195290858,14922676.984989278
Madhav Palacia,12400000.0,742.0,2.0,2.0,Hiranandani Estate,Thane,19.2577957544321,72.9839623718896,1.0,1.0,0.0,50.0,4.0,0.0,1.0,Unknown,9700000.0,20068965.51724138,11830959.195290858,14922676.984989278
Pereira Nagar,14200000.0,619.0,2.0,2.0,Khopat,Thane,19.2014277501771,72.972637756513,0.5,1.0,0.0,0.0,4.0,0.0,1.0,Unknown,14200000.0,27800000.0,11830959.195290858,14922676.984989278
Everest Countryside Daffodil,7000000.0,521.0,2.0,2.0,Ghodbunder Road,Thane,19.2516923732421,72.9728195264109,0.0,1.0,0.0,18.0,4.0,0.0,1.0,Terraform Realty,7000000.0,10508414.062706271,11830959.195290858,11938909.090909092
Coral Heights,10000000.0,554.0,2.0,2.0,Ghodbunder Road,Thane,19.2516923732421,72.9728195264109,1.0,1.0,0.0,17.0,4.0,0.0,1.0,Coral India Finance & Housing Ltd.,10000000.0,10508414.062706271,11830959.195290858,10000000.0
Giri Kunj,7500000.0,605.0,2.0,2.0,Ghodbunder Road,Thane,19.2516923732421,72.9728195264109,0.0,1.0,0.0,0.0,4.0,0.0,1.0,Laxmi Developers,7500000.0,10508414.062706271,11830959.195290858,7500000.0
Kanakia Eternity,27500000.0,1008.0,3.0,3.0,Teen Hath Naka Area,Thane,19.1888629332732,72.9629527577008,0.0,1.0,0.0,0.0,3.0,0.0,1.0,Kanakia Spaces Realty Pvt. Ltd.,26000000.0,24883633.411764707,11830959.195290858,26703758.620689657
Kanakia Eternity,20500000.0,792.0,2.0,2.0,Teen Hath Naka Area,Thane,19.1888629332732,72.9629527577008,1.0,1.0,0.0,0.0,3.0,0.0,1.0,Kanakia Spaces Realty Pvt. Ltd.,26000000.0,24883633.411764707,11830959.195290858,26703758.620689657
Rustomjee Azziano,16300000.0,864.0,3.0,3.0,Majiwada,Thane,19.215865938964,72.9914374146644,0.0,1.0,0.0,21.0,6.0,0.0,1.0,Rustomjee,15443411.764705881,12413734.446601942,11830959.195290858,30652286.95652174
New Rachana Park,5800000.0,360.0,1.0,1.0,Manpada Thane West,Thane,19.2307690829993,72.973592548318,0.0,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,5950000.0,11877458.333333334,11830959.195290858,14922676.984989278
New Rachana Park,6100000.0,360.0,1.0,2.0,Manpada Thane West,Thane,19.2307690829993,72.973592548318,0.0,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,5950000.0,11877458.333333334,11830959.195290858,14922676.984989278
Prestige Residency,9200000.0,691.0,2.0,2.0,Vijay Nagari,Thane,19.2557262335635,72.9751813427222,0.0,1.0,0.0,6.0,4.0,0.0,1.0,PRESCON,7587500.0,9200000.0,11830959.195290858,13966666.666666666
Prestige Residency,8200000.0,576.0,2.0,2.0,Thane West,Thane,19.2083097363891,72.9724465271482,0.5,1.0,0.0,6.0,10.0,0.0,1.0,PRESCON,7587500.0,12587073.863636363,11830959.195290858,13966666.666666666
Shivsai Paradise,9100000.0,565.0,1.0,2.0,Thane West,Thane,19.2083097363891,72.9724465271482,0.0,1.0,0.0,17.0,10.0,0.0,1.0,BHARAT REALTY,10950000.0,12587073.863636363,11830959.195290858,10950000.0
Shivsai Paradise,8200000.0,445.0,1.0,1.0,Thane West,Thane,19.2083097363891,72.9724465271482,1.0,1.0,0.0,17.0,10.0,0.0,1.0,BHARAT REALTY,10950000.0,12587073.863636363,11830959.195290858,10950000.0
Shivsai Paradise,9500000.0,572.0,1.0,1.0,Thane West,Thane,19.2083097363891,72.9724465271482,0.0,1.0,0.0,17.0,10.0,0.0,1.0,BHARAT REALTY,10950000.0,12587073.863636363,11830959.195290858,10950000.0
Unkown,17000000.0,948.0,3.0,3.0,Vasant Vihar,Thane,19.2239106440589,72.9678909294473,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Unknown,15096882.33921457,16950588.23529412,11830959.195290858,14922676.984989278
Unkown,45000000.0,2000.0,3.0,3.0,Mumbai Agra National Highway,Thane,19.21134875,72.97586618,0.5,1.0,0.0,0.0,0.0,1.0,1.0,Unknown,15096882.33921457,45000000.0,11830959.195290858,14922676.984989278
Lodha Amara,7300000.0,476.7422952813067,1.0,2.0,Kolshet Road,Thane,19.2321621,72.9873688,0.5,1.0,0.0,42.0,1.0,0.0,1.0,Lodha Developers Limited,11600000.0,12836061.855670104,11830959.195290858,13938004.985772358
Unkown,22500000.0,950.0,3.0,3.0,Balkum Pada No 1,Thane,19.22115852,72.99070236,0.0,1.0,1.0,0.0,2.0,0.0,1.0,Unknown,15096882.33921457,22000000.0,11830959.195290858,14922676.984989278
